Id,SalePrice
425,186885.00935070385
1372,219771.29221079635
2495,342061.22449968895
661,131598.08137417125
1301,197512.2249236594
396,140687.87115843483
2663,207496.34930622476
50,155427.52405058316
886,269742.5601215092
696,245789.6322383435
2454,145328.05091743622
2106,127813.02968791811
353,285100.2697418678
441,131955.21633884893
2270,128431.39896680936
1924,118174.47463433523
1402,224198.753232845
1070,200412.81337249585
2696,213858.54812769353
1840,124939.12110921412
1562,168319.96035179243
2426,166722.18955684497
1162,253110.23124018847
1874,235267.72819886776
111,157727.51181109154
1207,176782.12917414925
140,171364.9917720218
545,181207.03118291928
1338,120021.25526329433
2873,160078.16093788887
924,167526.20308107545
844,73553.49642055531
901,227843.93793805028
2195,81834.84298064387
2081,209532.27612204672
2774,101381.56606898844
2573,340050.20933549665
1793,161146.5863592798
882,136852.90472619818
2791,171081.738398132
297,183376.1356892542
509,206016.4648348175
1115,209143.5739196067
773,228064.07725239574
732,190053.28454300883
1552,154739.02253737414
226,245273.85798354464
2830,299896.42943573097
2238,213877.11944006023
982,196591.80215186757
1265,209092.19393369305
559,137165.2737293353
1203,102894.45971166837
2083,134461.45827690107
2130,
2455,
535,
2019,
2655,
2391,
154,
999,
1400,
2807,
516,
1753,
734,
1209,
1994,
1901,
2413,
2630,
1428,
1271,
2464,
2653,
1505,
2110,
2386,
1086,
1574,
406,
2757,
2559,
1469,
407,
2300,
731,
2230,
1688,
880,
1074,
771,
724,
730,
273,
2793,
1789,
1900,
677,
747,
1038,
1763,
1283,
2803,
1927,
1036,
1237,
1375,
1643,
2453,
2129,
2640,
2437,
1123,
2398,
1420,
2693,
1370,
392,
1351,
246,
802,
1404,
803,
1595,
1319,
2231,
2162,
2622,
1300,
2505,
582,
1458,
281,
1499,
2298,
2580,
568,
1807,
129,
2294,
1860,
839,
2349,
1903,
234,
2172,
2588,
1289,
1596,
264,
451,
536,
43,
2223,
2009,
394,
1738,
1196,
828,
1694,
571,
1192,
1806,
962,
2142,
1648,
618,
2108,
772,
2672,
2492,
2903,
2783,
786,
740,
2546,
851,
1833,
76,
2151,
1880,
2907,
1831,
2836,
1955,
1926,
2924,
1003,
1667,
2905,
921,
1780,
746,
254,
606,
2703,
1306,
2102,
1784,
941,
2699,
2127,
2607,
1754,
1367,
580,
341,
26,
2667,
2884,
28,
531,
2189,
2508,
573,
1363,
487,
1083,
1620,
1929,
1820,
1398,
2177,
2144,
2697,
1403,
596,
922,
2065,
1710,
1034,
1057,
470,
819,
2160,
2552,
41,
742,
686,
314,
1630,
191,
1626,
59,
2632,
1835,
2675,
1503,
1963,
1352,
1519,
1305,
2014,
1,
1052,
622,
913,
1058,
2348,
1527,
1011,
1332,
709,
209,
619,
2150,
2704,
2839,
1242,
2714,
799,
1260,
2107,
2486,
1911,
896,
272,
2521,
2324,
1953,
887,
1479,
1317,
1750,
2815,
2692,
1090,
1912,
1634,
1974,
1764,
634,
1683,
2199,
2789,
1018,
14,
2782,
2626,
1175,
1232,
2590,
2463,
2358,
2911,
1699,
115,
1998,
589,
1641,
2821,
1846,
1805,
1853,
1321,
564,
1771,
90,
2684,
13,
445,
1914,
2811,
850,
1844,
2225,
1477,
399,
2431,
1605,
897,
1426,
2240,
1706,
2252,
1136,
1877,
424,
1182,
2750,
1016,
2436,
1607,
2337,
1233,
419,
633,
2722,
469,
1365,
1098,
711,
2808,
1959,
2720,
2170,
603,
2113,
1146,
2105,
1786,
961,
1405,
1324,
1986,
307,
180,
2896,
668,
1582,
2285,
2079,
2272,
2250,
502,
2166,
1622,
1299,
832,
2470,
1017,
1384,
1790,
2530,
2893,
2027,
683,
823,
2374,
1594,
2049,
1813,
365,
176,
510,
1326,
2423,
1631,
1263,
1046,
47,
1424,
429,
1031,
1635,
309,
1020,
178,
1975,
2096,
865,
385,
1362,
1091,
317,
1076,
1573,
485,
2021,
2032,
2604,
1615,
2736,
473,
1316,
244,
152,
1588,
2111,
813,
1854,
2575,
867,
2879,
1494,
2771,
496,
1651,
1913,
2790,
1541,
1684,
301,
1569,
2153,
1467,
2540,
2368,
874,
463,
784,
2149,
2069,
1743,
472,
1921,
2778,
526,
2795,
478,
2841,
119,
1960,
1277,
2466,
2844,
1028,
1043,
231,
461,
33,
1795,
1073,
1576,
2044,
185,
1828,
344,
2152,
1752,
2637,
1000,
727,
2612,
2422,
752,
15,
2319,
2681,
1006,
2596,
2002,
55,
2104,
1682,
977,
2548,
340,
1487,
1423,
1342,
1949,
2444,
345,
650,
192,
1945,
2277,
1266,
674,
2823,
2772,
2015,
2642,
144,
1712,
1708,
2890,
1157,
2550,
1104,
2183,
2887,
29,
108,
2286,
1533,
376,
800,
1395,
388,
1689,
716,
2737,
120,
1230,
2047,
1293,
1915,
1968,
1766,
268,
729,
902,
993,
766,
903,
1221,
1719,
1521,
2707,
987,
2558,
1778,
2601,
74,
2190,
701,
2556,
2293,
787,
595,
66,
846,
594,
792,
1200,
768,
174,
1889,
1023,
363,
1401,
1978,
2097,
2840,
862,
507,
1262,
1228,
1288,
1243,
1850,
1589,
1658,
446,
1097,
2329,
1909,
2608,
656,
1690,
2853,
2229,
1127,
2606,
1268,
2809,
529,
476,
2566,
1902,
1547,
1185,
2372,
2282,
910,
1128,
1659,
1852,
456,
2410,
1296,
2682,
237,
1666,
2666,
662,
2490,
672,
2915,
452,
321,
2124,
1278,
914,
579,
1418,
1166,
1797,
2568,
2075,
2445,
229,
1663,
2727,
2226,
130,
1675,
2038,
2416,
2507,
269,
981,
2296,
940,
475,
2404,
2491,
601,
1640,
2926,
653,
2406,
2701,
1472,
417,
2664,
283,
302,
2053,
2662,
99,
2674,
1218,
2547,
197,
2091,
87,
690,
2364,
2050,
769,
348,
200,
2759,
1700,
876,
2536,
1821,
2743,
1329,
1451,
936,
1948,
1839,
2057,
558,
2731,
791,
1421,
2881,
2820,
1609,
1495,
2388,
938,
1194,
2429,
1937,
1847,
1550,
2705,
2713,
1938,
1819,
23,
2289,
1156,
2717,
2101,
1377,
1381,
2502,
2609,
505,
1126,
2914,
393,
2405,
67,
2227,
669,
1772,
1775,
403,
2792,
1247,
384,
91,
863,
1857,
1870,
2318,
2100,
1213,
2046,
710,
2268,
816,
1616,
2233,
439,
260,
2523,
627,
251,
2163,
2819,
1025,
2592,
1491,
2742,
2497,
495,
2528,
1033,
764,
1165,
2037,
113,
1572,
2052,
2702,
1981,
2335,
563,
1502,
1310,
2598,
2715,
1810,
778,
339,
2460,
320,
2461,
2449,
817,
1096,
1893,
479,
1657,
937,
879,
945,
1010,
2861,
1245,
854,
1437,
586,
1947,
815,
831,
1919,
2306,
430,
2618,
245,
462,
182,
1625,
2381,
1827,
1580,
1803,
1132,
1941,
1742,
2026,
2245,
1691,
725,
1787,
1216,
2654,
2310,
761,
1884,
449,
856,
11,
389,
2415,
77,
1238,
223,
723,
2562,
995,
287,
1152,
1449,
1330,
1134,
706,
1617,
1339,
1664,
1433,
75,
2255,
1170,
45,
836,
8,
1704,
2068,
1488,
1391,
2633,
1872,
1138,
1899,
915,
660,
2004,
443,
2627,
1438,
1525,
2644,
866,
620,
2451,
2186,
2025,
1916,
1542,
1163,
205,
2261,
423,
2687,
1436,
444,
1067,
2290,
168,
2643,
2802,
1224,
1382,
853,
2237,
2585,
2193,
2262,
1528,
370,
2629,
1703,
793,
1429,
648,
279,
1705,
1257,
2894,
1062,
1729,
1925,
415,
78,
428,
1756,
1280,
1928,
2671,
2501,
225,
2317,
160,
100,
482,
177,
1971,
484,
1561,
992,
73,
2646,
994,
2138,
2013,
2126,
898,
1048,
2676,
2498,
1560,
296,
354,
970,
884,
1894,
450,
2031,
949,
1907,
1906,
549,
243,
1697,
2365,
310,
1961,
849,
2018,
1328,
801,
400,
1650,
1084,
1522,
2496,
220,
1254,
1443,
2885,
2920,
1197,
848,
926,
2158,
1555,
278,
2522,
434,
2683,
2173,
894,
1066,
1261,
537,
2301,
2854,
2649,
2776,
2403,
2355,
1983,
547,
1842,
2748,
2425,
2837,
2456,
2114,
1890,
621,
1427,
1728,
2472,
610,
1950,
94,
1745,
744,
1859,
2343,
1713,
1816,
2390,
364,
684,
32,
1698,
1129,
165,
935,
1802,
250,
2668,
236,
2117,
2029,
636,
1155,
739,
1608,
1087,
1774,
2816,
2194,
523,
2767,
1837,
2284,
1434,
2794,
2625,
794,
708,
286,
62,
1647,
2054,
1102,
654,
1089,
604,
2838,
2777,
1723,
349,
2313,
2279,
1346,
2770,
2923,
1619,
2178,
1160,
1755,
2412,
889,
2181,
1186,
1613,
411,
810,
548,
2179,
2746,
1486,
2168,
2061,
1131,
2738,
929,
362,
652,
1466,
2087,
1442,
2744,
1511,
2175,
1236,
2448,
60,
346,
678,
2481,
2729,
453,
2234,
2007,
20,
2217,
232,
1982,
1570,
195,
2307,
504,
1644,
939,
1591,
2001,
2379,
1100,
1118,
1593,
2338,
458,
1454,
641,
644,
840,
1307,
1809,
56,
1905,
2060,
1085,
305,
671,
833,
2891,
486,
334,
1804,
2690,
299,
466,
440,
378,
513,
1597,
613,
2798,
239,
1080,
375,
1638,
2593,
623,
964,
917,
122,
2443,
1354,
2058,
2326,
1222,
1251,
65,
498,
749,
1782,
477,
2826,
1601,
990,
1791,
2131,
371,
2377,
1832,
561,
1063,
325,
1577,
2851,
1410,
691,
2691,
2780,
374,
1995,
602,
1422,
1056,
1151,
1843,
2595,
1041,
980,
1871,
2363,
2880,
1217,
1715,
112,
454,
2253,
560,
303,
1004,
2167,
2440,
2810,
2872,
1072,
1654,
2394,
2212,
2628,
2526,
969,
306,
25,
311,
300,
2775,
2862,
525,
2730,
1892,
2288,
2728,
1065,
2842,
2011,
1140,
1051,
1587,
785,
916,
639,
10,
